,exp_id,agent_id,model,seed,gamma,num_episodes,time_limit,step_limit,show_tree,show_belief,show_pi,render_asci,policy_name,nesting_level,num_sims,r_hi,r_lo,rollout_policies,uct_c,epsilon,policy_entropy_mean,policy_entropy_std,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
1,29,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6579279436,0.3274194485,11.73870716,2.762709168,0.9929094795,0.6028359962,3.269899001,4.809850072,-2.45,98.19199305,99,-125,4.491773568,58.75774299,89.3,-69.41995278,13.37,9.712522844,357.008184,283.3565853,0.92,41,8,51,0
0,30,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.7918265462,0.4697695715,12.26882843,3.182761552,0.3667857709,0.1743216085,0.1808123166,0.1130387981,8.73,95.84871987,92,-135,1.187754559,53.383548,56.62992917,-91.2,14.23,8.660086605,239.770383,195.31896,0.96,37,4,59,0
1,30,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.591896932,0.2230444144,2.868764778,0.4995626267,0.2876664742,0.1161895407,1.019412345,1.066683769,-35.27,95.91254923,99,-136,-18.34935662,54.56501631,89.3,-69.41995278,14.23,8.660086605,239.770383,195.31896,0.96,59,4,37,0
0,31,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8640663261,0.4430841412,12.85579739,3.120502527,0.3888322601,0.1933223461,0.1775812903,0.1235998893,10.9,89.28622514,92,-138,2.067734504,49.73686621,56.62992917,-91.2,16.95,11.16187708,251.4795239,219.5100799,0.85,29,15,56,0
1,31,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.963616409,0.01517665076,0.3531814793,0.06244829712,0.04005624517,0.01574719584,0.1629091158,0.1537082054,-43.1,88.50553655,99,-128,-21.02202649,50.69914123,89.3,-69.41995278,16.95,11.16187708,251.4795239,219.5100799,0.85,56,15,29,0
0,32,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8773165367,0.3656650987,16.93363361,7.755797623,0.4199166317,0.2918015704,0.2983001963,0.2696996532,-64.78,78.93903724,92,-126,-50.10708402,49.02941479,56.62992917,-91.2,8.77,5.536885406,724.3032227,575.1226617,0.99,78,1,21,0
1,32,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02184032069,0.05798375174,58.86025262,23.9986503,3.119321379,2.548591094,5.612408854,10.41162204,49.22,84.45834239,99,-121,38.4729562,52.96926574,89.3,-69.41995278,8.77,5.536885406,724.3032227,575.1226617,0.99,21,1,78,0
0,33,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.921010758,0.4271424999,16.69771295,8.182197609,0.5035776794,0.5306638363,0.3472232877,0.5019191504,-48.19,88.62400296,92,-128,-38.84915076,53.30693471,56.62992917,-87.59,10.18,6.436427581,558.5340856,428.0561681,0.99,68,1,31,0
1,33,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.0957518792,0.1122114914,36.36710788,19.8229169,2.069182957,1.89500131,4.3865604,7.596496568,29.81,94.80429262,98,-134,25.65648108,57.31693822,83.885,-69.41995278,10.18,6.436427581,558.5340856,428.0561681,0.99,31,1,68,0
0,34,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8683361551,0.4675547741,17.06474985,8.06632631,0.4988969845,0.3683882621,0.2754340094,0.1937730349,-31.56,94.39187677,92,-138,-26.0930044,56.66337808,56.62992917,-87.59,11.53,7.785184648,446.507467,333.2199814,0.97,58,3,39,0
1,34,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.286496467,0.2222856613,21.29597099,10.43575634,1.300852861,1.025524337,3.521269373,5.903547883,10.44,98.65529079,98,-122,11.64746101,60.07083539,83.885,-69.41995278,11.53,7.785184648,446.507467,333.2199814,0.97,39,3,58,0
0,35,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.7769280702,0.4429647647,15.2756394,6.693771334,0.4328897671,0.2916131071,0.2361232827,0.1950884898,3.24,95.12035744,92,-139,-4.446007559,55.76474714,56.62992917,-84.1605,13.7,9.39946807,376.9902132,323.0847789,0.94,39,6,55,0
1,35,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6833898092,0.3271864402,10.42865964,4.160367053,0.8166393943,0.6343861572,2.641522077,4.053697699,-28.76,97.07338667,97,-126,-11.89128843,58.59424196,78.74075,-69.41995278,13.7,9.39946807,376.9902132,323.0847789,0.94,55,6,39,0
0,36,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.9118058814,0.4476429614,15.10318718,5.858001043,0.4113764359,0.2468082488,0.224282538,0.1615064372,-15.42,95.78937102,92,-129,-15.40706965,54.78690463,56.62992917,-91.2,13.37,8.271221192,251.6738707,207.780761,0.95,49,5,46,0
1,36,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.582976689,0.2604922898,2.523815473,0.960542655,0.2129868173,0.1151664037,0.5591340533,0.580446028,-9.42,99.74288747,99,-132,-0.9853235452,57.42630411,89.3,-69.41995278,13.37,8.271221192,251.6738707,207.780761,0.95,46,5,49,0
0,37,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8911808676,0.4651622104,16.54312169,7.024617208,0.4768985684,0.2695914052,0.2188047091,0.14199471,5.18,91.64806381,92,-138,-0.02030644706,49.1615099,56.62992917,-91.2,17.68,11.35418865,332.7460177,305.6507934,0.86,32,14,54,0
1,37,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.96462382,0.01670859782,0.3415311093,0.1413543109,0.03462926143,0.01785364874,0.1331471726,0.1293890727,-38.82,90.01781824,99,-132,-19.48118913,49.9179759,89.3,-69.41995278,17.68,11.35418865,332.7460177,305.6507934,0.86,54,14,32,0
0,38,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.9043849314,0.4478304189,16.88545223,6.779685383,0.5355530226,0.9739573868,0.2757620147,0.2277120518,-41.74,91.31523641,92,-128,-35.1244402,55.92291475,56.62992917,-91.2,9.73,5.630017762,670.8529106,469.4661029,0.99,66,1,33,0
1,38,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.01684271965,0.04839710712,52.10008853,20.89808221,1.714047491,1.173592537,2.287949987,3.825767677,24.26,96.68584384,99,-118,22.27672095,59.89852683,89.3,-69.41995278,9.73,5.630017762,670.8529106,469.4661029,0.99,33,1,66,0
0,39,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8390950586,0.4374138176,16.26833725,6.105921586,0.4644947885,0.3624250159,0.2826178332,0.3202117933,-17.57,97.15299841,92,-135,-18.72962506,56.63133271,56.62992917,-91.2,11.56,6.091502278,524.274944,323.5687733,0.99,53,1,46,0
1,39,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.09804799642,0.1173156052,28.13805728,10.19061571,1.121826715,0.7084170806,2.010203519,2.734246399,-3.57,101.6792265,99,-125,3.760670704,60.05401491,89.3,-69.41995278,11.56,6.091502278,524.274944,323.5687733,0.99,46,1,53,0
0,40,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8209956827,0.4906174452,17.67102412,8.137577394,0.4756146352,0.3096923655,0.2820685765,0.2415752718,-15.02,97.672512,92,-130,-17.52815123,60.10986245,56.62992917,-91.2,10.02,4.48994432,355.054907,236.694033,1,53,0,47,0
1,40,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.2649959695,0.1965195242,16.4729562,6.53271641,0.6694251389,0.4660474602,1.189545103,1.495645229,-3.02,102.1195358,99,-120,4.03763663,63.16516209,89.3,-69.41995278,10.02,4.48994432,355.054907,236.694033,1,47,0,53,0
0,41,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.7873678142,0.4578040269,17.54659649,7.222448155,0.4996074662,0.3538873347,0.2598939728,0.2055902147,-1.2,97.49133295,92,-130,-6.40804909,57.57709083,56.62992917,-84.1605,12.18,7.171303926,340.1562472,315.3615699,0.98,44,2,54,0
1,41,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6386641767,0.3231119419,8.39047294,2.926431767,0.4729040345,0.3719458466,1.133052124,1.859444155,-21.2,100.0028,97,-131,-8.989780145,59.64803523,78.74075,-69.41995278,12.18,7.171303926,340.1562472,315.3615699,0.98,54,2,44,0
0,42,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8419585767,0.4419411593,19.38130091,9.439881622,0.568662226,0.3904979865,0.2937408048,0.2318961694,5.4,93.99617013,92,-133,-6.0734059,55.2667827,56.62992917,-91.2,13.56,8.690592615,325.9300125,351.4361448,0.96,39,4,57,0
1,42,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.55155602,0.3024070037,2.365754331,1.207487439,0.1407441743,0.08715298804,0.3769978634,0.4332079364,-30.6,99.35834137,99,-138,-10.34614116,58.44130285,89.3,-69.41995278,13.56,8.690592615,325.9300125,351.4361448,0.96,57,4,39,0
0,43,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8531221252,0.4375811808,17.80361349,7.908512577,0.5586562696,0.3574459396,0.2406016234,0.1605652687,16.83,87.15309002,92,-134,6.495951318,45.11910157,56.62992917,-87.59,19,11.63958762,399.8043835,405.8565652,0.83,24,17,59,0
1,43,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.965973519,0.01161693288,0.273879909,0.1668105413,0.02030597772,0.009922748928,0.0727336504,0.06673205788,-53.17,82.70345277,98,-132,-27.03679365,44.89688231,83.885,-69.41995278,19,11.63958762,399.8043835,405.8565652,0.83,59,17,24,0
0,44,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.909295274,0.5050858774,18.74578788,9.326787781,0.4139691599,0.2244874051,0.2514898613,0.205826712,-1.57,96.7381264,92,-124,-11.31740861,59.74819909,56.62992917,-84.1605,10.57,5.210095968,404.1305597,281.7977582,1,46,0,54,0
1,44,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02656746845,0.04862967779,18.51905794,8.521017082,0.5248850399,0.4276508384,0.2127463926,0.2907617891,-17.57,102.8009003,97,-132,-2.663136413,63.33699059,78.74075,-69.41995278,10.57,5.210095968,404.1305597,281.7977582,1,54,0,46,0
0,45,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8109964213,0.4906781528,16.90323484,6.78375135,0.4038520983,0.2859662885,0.2291969374,0.1424858043,11.13,95.43465356,92,-114,-2.38324821,60.78759832,56.62992917,-84.1605,9.87,3.869509013,278.0461813,151.3314952,1,40,0,60,0
1,45,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.0956245641,0.08982144786,10.58606746,4.506896584,0.3202568044,0.2268185899,0.163128886,0.1707984692,-28.87,100.609011,97,-121,-11.05106704,63.88516342,78.74075,-69.41995278,9.87,3.869509013,278.0461813,151.3314952,1,60,0,40,0
0,46,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.9059873405,0.4847587161,16.50379359,6.044011912,0.4373856829,0.3191453207,0.2567871075,0.2620573966,-13.23,97.71211337,92,-130,-16.93008927,60.16642994,56.62992917,-91.2,10.23,5.243767729,229.9373138,153.7131297,1,52,0,48,0
1,46,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.2455519355,0.1611709043,5.356282873,2.198429357,0.2230416858,0.3178690587,0.1165126736,0.1293064883,-5.23,102.3490943,99,-125,3.369073387,63.6413009,89.3,-69.41995278,10.23,5.243767729,229.9373138,153.7131297,1,48,0,52,0
0,47,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8407996052,0.4625407782,15.69280754,6.881408588,0.4394738396,0.356207333,0.2362252378,0.1559991797,-0.16,97.21211036,92,-133,-9.190650031,58.60034994,56.62992917,-84.1605,11.16,5.567261445,209.4997361,130.4808623,1,45,0,55,0
1,47,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.5455548462,0.2851905126,2.793972777,1.206919978,0.1120691356,0.09124025517,0.07332282249,0.07343299841,-20.16,102.0382007,97,-121,-5.410511492,61.88863017,78.74075,-69.41995278,11.16,5.567261445,209.4997361,130.4808623,1,55,0,45,0
0,48,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8578852957,0.4514226881,15.88697424,6.511198451,0.4187137916,0.2978979897,0.2188724991,0.1584173733,11.29,95.17597333,92,-119,-2.060295016,56.32354373,56.62992917,-84.1605,11.71,5.022539198,201.4619213,115.6194469,1,39,0,61,0
1,48,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.555925575,0.2123628842,0.8010251604,0.3310938852,0.03146714869,0.01559185786,0.02028281615,0.01112085649,-32.71,100.1198577,97,-137,-13.35068729,58.87490821,78.74075,-69.41995278,11.71,5.022539198,201.4619213,115.6194469,1,61,0,39,0
0,49,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.7986577973,0.4371422205,14.24706125,3.703161723,0.4461042014,0.2358339319,0.1868351948,0.1691938413,33.91,81.4283851,92,-137,13.1566171,42.05618442,56.62992917,-91.2,17.98,10.26935246,295.7412487,245.1662138,0.89,19,11,70,0
1,49,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.972868962,0.009294162357,0.09220740372,0.02239160506,0.00490701215,0.001625974396,0.002630839711,0.001141772671,-68.09,78.66525218,99,-136,-33.39096392,41.26344266,89.3,-69.41995278,17.98,10.26935246,295.7412487,245.1662138,0.89,70,11,19,0
0,50,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8316870943,0.4750685483,13.36632272,4.161038036,0.3997627523,0.2177014257,0.1525423582,0.09600719635,36.98,69.9182351,92,-132,19.81801044,34.46653905,56.62992917,-66.89895514,21.72,12.92523114,340.5153876,281.1162955,0.7,6,30,64,0
1,50,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-79.02,52.34424133,91,-129,-42.07562905,28.04608071,52.84843271,-69.41995278,21.72,12.92523114,340.5153876,281.1162955,0.7,64,30,6,0
0,51,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.8119522658,0.4530270545,6.619299898,1.512185314,0.1955252822,0.109531688,0.09566315427,0.08000741952,11.76,94.07232537,92,-132,1.595697755,52.55914073,56.62992917,-91.2,14.19,8.122431902,99.99239469,71.36394553,0.95,35,5,60,0
1,51,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5979017235,0.1637428996,0,0,0,0,0,0,-38.24,95.06630528,99,-127,-18.89421127,54.08845387,89.3,-69.41995278,14.19,8.122431902,99.99239469,71.36394553,0.95,60,5,35,0
0,52,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-107.11,4.647354086,-101,-138,-73.00554797,9.990541625,-29.82207634,-91.2,8.11,4.647354086,518.1907093,509.1838064,1,100,0,0,0
1,52,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02228760673,0.03999704328,57.38722945,23.24134154,2.985816745,2.624071741,5.282155159,14.35661059,92.89,4.647354086,99,62,62.00832196,14.98581244,89.3,-2.766885487,8.11,4.647354086,518.1907093,509.1838064,1,0,0,100,0
0,53,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.04,7.448382375,-40,-129,-73.01135058,9.611935017,-16.55826903,-91.2,8.03,4.663593035,328.6649337,212.9419926,0.99,99,1,0,0
1,53,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.08583544161,0.1102430168,39.01864952,13.23393971,1.950856319,1.194837253,3.017840403,5.509434684,91.96,13.68643124,99,-40,62.07806915,14.06792708,89.3,-16.55826903,8.03,4.663593035,328.6649337,212.9419926,0.99,0,1,99,0
0,54,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.07,10.59363488,-40,-130,-71.21794518,13.09939957,-16.55826903,-91.2,9.05,6.533567173,233.4980519,180.5399603,0.98,98,2,0,0
1,54,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.305949447,0.1984389321,24.28116078,4.392751078,1.511093855,1.098594988,3.420204402,6.942919892,89.93,19.17459517,99,-40,59.44900432,19.15196656,89.3,-16.55826903,9.05,6.533567173,233.4980519,180.5399603,0.98,0,2,98,0
0,55,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.72,14.3708594,-40,-138,-69.32023791,17.57959306,-16.55826903,-91.2,10.69,9.76800389,145.929033,136.2006287,0.97,97,3,0,0
