,exp_id,agent_id,model,seed,gamma,num_episodes,time_limit,step_limit,show_tree,show_belief,show_pi,render_asci,policy_name,nesting_level,num_sims,r_hi,r_lo,rollout_policies,uct_c,epsilon,policy_entropy_mean,policy_entropy_std,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
1,55,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.5843023685,0.3460772713,12.49535079,2.444434964,0.9569402473,0.7378330354,3.107831498,5.572600143,87.28,23.87219303,99,-40,56.66348669,25.83490246,89.3,-16.55826903,10.69,9.76800389,145.929033,136.2006287,0.97,0,3,97,0
0,56,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-104.75,19.20332003,-40,-138,-64.73663714,19.43613543,-16.55826903,-91.2,12.68,10.45837463,43.71053559,35.98537879,0.93,93,7,0,0
1,56,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.506777453,0.3003437038,3.177858537,0.5404512178,0.27239063,0.1640206633,0.9335673496,1.348052108,81.25,34.05535934,99,-40,50.03225864,28.1181987,89.3,-16.55826903,12.68,10.45837463,43.71053559,35.98537879,0.93,0,7,93,0
0,57,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-95.11,33.86322341,-40,-138,-48.76497585,25.11211622,-16.55826903,-91.2,21.85,13.97739246,9.026704547,5.889946572,0.74,74,26,0,0
1,57,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.961770228,0.01476437083,0.3634719928,0.06012470953,0.04991482437,0.02242956374,0.2564694937,0.2073643942,52.89,55.77883021,99,-40,27.23458891,35.67509637,89.3,-16.55826903,21.85,13.97739246,9.026704547,5.889946572,0.74,0,26,74,0
0,58,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.74,10.64858676,-40,-131,-69.40840141,12.89177159,-16.55826903,-91.2,9.72,6.418847249,388.8273116,388.1719812,0.98,98,2,0,0
1,58,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02320290297,0.0479438912,35.43863567,15.29485071,2.251769087,1.811429408,5.171950423,10.08623922,89.26,19.06495214,99,-40,56.73468867,18.8498932,89.3,-16.55826903,9.72,6.418847249,388.8273116,388.1719812,0.98,0,2,98,0
0,59,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-105.62,12.68052049,-40,-133,-70.30886136,14.72058666,-16.55826903,-91.2,9.59,7.498126433,258.1908787,280.4521561,0.97,97,3,0,0
1,59,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.1210755699,0.1326231443,23.22925026,9.196904963,1.475195431,1.266710854,3.653444908,8.230432861,88.38,23.18093182,99,-40,58.14642186,21.42707631,89.3,-16.55826903,9.59,7.498126433,258.1908787,280.4521561,0.97,0,3,97,0
0,60,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.36,13.27593311,-40,-139,-68.89978587,15.35897226,-16.55826903,-91.2,10.33,8.202505715,182.9239967,158.6057977,0.97,97,3,0,0
1,60,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.3011350541,0.2523998372,16.47421949,4.915855983,0.9749588315,0.7576160773,2.561641349,5.06832711,87.64,23.32231549,99,-40,56.03280863,22.42986925,89.3,-16.55826903,10.33,8.202505715,182.9239967,158.6057977,0.97,0,3,97,0
0,61,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.37,11.11454453,-40,-134,-70.9736721,14.62088873,-16.55826903,-91.2,9.35,7.266876908,95.70651314,77.9436069,0.98,98,2,0,0
1,61,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.5692418172,0.3036527113,9.339528499,2.08920497,0.6044641241,0.4323329489,1.395562167,2.530665785,89.63,19.40549149,99,-40,59.0825947,21.48914974,89.3,-16.55826903,9.35,7.266876908,95.70651314,77.9436069,0.98,0,2,98,0
0,62,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-104.02,18.52024838,-40,-135,-65.68262802,18.4397096,-16.55826903,-91.2,11.95,9.681296401,30.38179673,23.71666163,0.93,93,7,0,0
1,62,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.521612532,0.299545291,2.380158118,0.4004612035,0.1866982918,0.1240676969,0.5416436754,0.8089596526,81.98,33.97704519,99,-40,51.45124495,26.54250112,89.3,-16.55826903,11.95,9.681296401,30.38179673,23.71666163,0.93,0,7,93,0
0,63,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-81.76,36.23647886,-40,-138,-44.11211982,26.49468398,-16.55826903,-91.2,24.34,15.09451556,7.628640742,4.716583096,0.58,58,42,0,0
1,63,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.961814865,0.0141434258,0.2856233287,0.05215476425,0.03458496808,0.0153586778,0.1834782893,0.1461122175,34.24,63.57202529,99,-40,21.23199725,37.10224674,89.3,-16.55826903,24.34,15.09451556,7.628640742,4.716583096,0.58,0,42,58,0
0,64,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.57,4.299430195,-101,-138,-74.30363898,9.114255618,-29.82207634,-91.2,7.57,4.299430195,260.5511875,168.2761744,1,100,0,0,0
1,64,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.0131128545,0.03237250016,32.84583878,10.3350925,0.9979015212,0.8681005131,1.274673605,2.76627793,93.43,4.299430195,99,62,63.95545847,13.67138343,89.3,-2.766885487,7.57,4.299430195,260.5511875,168.2761744,1,0,0,100,0
0,65,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106.67,9.003393805,-40,-127,-72.72612291,14.25218565,-16.55826903,-91.2,8.66,6.788549182,183.9176473,173.8514788,0.99,99,1,0,0
1,65,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.08998383633,0.1011568777,19.83578198,6.35526326,0.8268656438,0.7534145125,1.402588532,2.817445034,91.33,14.50451999,99,-40,61.65022765,21.14506285,89.3,-16.55826903,8.66,6.788549182,183.9176473,173.8514788,0.99,0,1,99,0
0,66,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-104.21,13.98734785,-40,-128,-71.59635181,15.72768842,-16.55826903,-91.2,9.17,7.966247548,123.7838912,112.4537205,0.96,96,4,0,0
1,66,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.2944311827,0.2214512753,12.98747436,2.537727811,0.5156628361,0.4165827368,1.132251173,2.348004421,87.79,26.53838541,99,-40,60.13870082,22.75246903,89.3,-16.55826903,9.17,7.966247548,123.7838912,112.4537205,0.96,0,4,96,0
0,67,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-108.18,10.16895275,-40,-139,-69.51874129,14.58603929,-16.55826903,-91.2,10.17,8.089567356,73.89032426,58.64292145,0.99,99,1,0,0
1,67,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6531693771,0.3030795155,6.902042046,1.124272575,0.3476946166,0.2230317623,0.782711958,1.384312578,89.82,15.05614825,99,-40,56.83915521,21.66479817,89.3,-16.55826903,10.17,8.089567356,73.89032426,58.64292145,0.99,0,1,99,0
0,68,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-102.8,22.11334439,-40,-138,-62.82007449,20.80784378,-16.55826903,-91.2,13.7,11.29822995,24.84090604,21.30451109,0.9,90,10,0,0
1,68,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.525815491,0.2593360263,1.709277802,0.2585268086,0.1108560077,0.06109418618,0.322107571,0.3862103923,77.2,39.7114593,99,-40,47.34054447,29.8799064,89.3,-16.55826903,13.7,11.29822995,24.84090604,21.30451109,0.9,0,10,90,0
0,69,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-91.62,34.74356919,-40,-139,-47.49698831,24.77514212,-16.55826903,-91.2,22.32,14.1101949,5.100402751,3.434613497,0.7,70,30,0,0
1,69,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.963634498,0.01027360533,0.2082694165,0.05996969633,0.01924846255,0.006654290955,0.0790177814,0.05867952415,48.38,58.41845256,99,-40,25.57678069,34.91301155,89.3,-16.55826903,22.32,14.1101949,5.100402751,3.434613497,0.7,0,30,70,0
0,70,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-105.25,2.080264406,-101,-111,-77.38919023,6.237202812,-62.22880701,-91.2,6.25,2.080264406,68.15437872,31.61074178,1,100,0,0,0
1,70,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,4096,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02270759239,0.05074867198,10.66335896,3.622280345,0.2799943039,0.2522233846,0.06754656178,0.1088393496,94.75,2.080264406,99,89,68.58378535,9.355804218,89.3,45.84321052,6.25,2.080264406,68.15437872,31.61074178,1,0,0,100,0
0,71,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-105.58,2.589131128,-101,-122,-76.54510995,6.833186404,-43.58854942,-91.2,6.58,2.589131128,52.30590178,27.55330686,1,100,0,0,0
1,71,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.09078229265,0.1006607768,7.658598075,2.325638908,0.1592858321,0.1148555321,0.05175077463,0.07089335054,94.42,2.589131128,99,78,67.31766493,10.24977961,89.3,17.88282413,6.58,2.589131128,52.30590178,27.55330686,1,0,0,100,0
0,72,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-105.07,2.850456104,-101,-116,-78.19986751,8.183162406,-52.44962682,-91.2,6.07,2.850456104,28.9600901,15.86939435,1,100,0,0,0
1,72,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,1024,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.1791171901,0.1899308098,4.636417954,1.065244931,0.1039354381,0.07844918721,0.04182509798,0.04935206918,94.93,2.850456104,99,84,69.79980126,12.27474361,89.3,31.17444023,6.07,2.850456104,28.9600901,15.86939435,1,0,0,100,0
0,73,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-106,4.424929378,-101,-134,-76.01030385,9.455645785,-32.28667072,-91.2,7,4.424929378,19.37739198,12.28614886,1,100,0,0,0
1,73,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,512,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.4607363132,0.2827890734,2.7099287,0.5325464001,0.06093406222,0.03746446528,0.03060391905,0.02502472896,94,4.424929378,99,66,66.51545577,14.18346868,89.3,0.9300060785,7,4.424929378,19.37739198,12.28614886,1,0,0,100,0
0,74,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-108.23,7.09486434,-101,-138,-71.47373368,13.73051817,-29.82207634,-91.2,9.23,7.09486434,6.848098743,5.093330974,1,100,0,0,0
1,74,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,128,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.486853426,0.2259960379,0.7212654587,0.1319097228,0.02088857489,0.009515782412,0.01246400423,0.006410433675,91.77,7.09486434,99,62,59.71060052,20.59577725,89.3,-2.766885487,9.23,7.09486434,6.848098743,5.093330974,1,0,0,100,0
0,75,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,None,None,,,None,None,None,2,0,0,0,0,0,0,0,-103.23,25.64989474,-40,-133,-56.14582238,21.32705508,-16.55826903,-91.2,17.1,11.7843116,1.740744009,1.885628878,0.87,87,13,0,0
1,75,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,16,,,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.973179812,0.009908438628,0.09311255082,0.06954411523,0.004086688162,0.001607072461,0.002096405417,0.0008649560995,70.77,43.51961742,99,-40,37.51229613,30.55104252,89.3,-16.55826903,17.1,11.7843116,1.740744009,1.885628878,0.87,0,13,87,0
0,76,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,,,,,,,,2,0,0,0,0,0,0,0,-64.5,40.42462121,61,-138,-25.88149874,16.84072911,-3.578541212,-80.902475,34.82,9.637821331,0.0179812479,0.006848583605,0.32,31,68,1,0
1,76,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,,,,,,,,2,0,0,0,0,0,0,0,-4.5,56.2685525,96,-139,-4.39829708,22.84951183,73.8537125,-29.28097253,34.82,9.637821331,0.0179812479,0.006848583605,0.32,1,68,31,0
0,77,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,,,None,None,,,,2,0,0,0,0,0,0,0,-107.59,19.19119329,-40,-138,-61.33704511,19.76767181,-16.55826903,-91.2,14.53,10.86780107,0.004840807915,0.003628359271,0.94,94,6,0,0
1,77,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,,,90,-138,,,,0.5935220553,0.1668691181,0,0,0,0,0,0,80.41,31.6566249,99,-40,44.87182732,28.8463439,89.3,-16.55826903,14.53,10.86780107,0.004840807915,0.003628359271,0.94,0,6,94,0
0,78,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4872710347,0.1527168925,0,0,0,0,0,0,-20.72,97.05762,92,-133,-21.96602951,57.60458333,56.62992917,-91.2,11.72,7.387936112,1.037720845,0.6430427225,1,55,0,45,0
1,78,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,16,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.973674249,0.01399197667,0.08565131116,0.01904972957,0.00363102036,0.001244514262,0.002156118955,0.0009501399586,-0.72,102.4157293,99,-128,7.35619182,62.16655728,89.3,-69.41995278,11.72,7.387936112,1.037720845,0.6430427225,1,45,0,55,0
0,79,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5075486716,0.2028458944,0,0,0,0,0,0,-28.25,93.53473954,92,-131,-31.01868063,59.3783202,56.62992917,-91.2,10.24,8.16347965,7.072425029,5.669411658,0.99,59,1,40,0
1,79,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,128,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.544512693,0.2238266467,0.6795645948,0.1089279444,0.02580540931,0.009317242165,0.01735325947,0.007612175824,9.75,102.2924606,99,-133,18.44728118,64.92051905,89.3,-69.41995278,10.24,8.16347965,7.072425029,5.669411658,0.99,40,1,59,0
0,80,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.501295605,0.192105087,0,0,0,0,0,0,-14.65,93.85695233,92,-121,-25.67070402,62.77086703,56.62992917,-91.2,9.63,8.105128006,25.0081792,20.67189556,0.98,52,2,46,0
1,80,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,512,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6379099806,0.3239685112,2.621233141,0.4677486441,0.09344298681,0.04663255566,0.05520259448,0.0311577289,-2.65,104.1764249,99,-129,13.86628337,69.04055752,89.3,-69.41995278,9.63,8.105128006,25.0081792,20.67189556,0.98,46,2,52,0
0,81,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4826824743,0.2290998039,0,0,0,0,0,0,-29.15,94.17370918,92,-134,-30.50481969,61.84786701,56.62992917,-91.2,9.14,7.304820326,44.04027857,38.49172618,0.99,60,1,39,0
1,81,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,1024,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.3050875464,0.2328960855,4.706631197,1.04418873,0.1621394319,0.07724673664,0.1023177523,0.06695688404,12.85,100.7833692,99,-131,19.00936952,67.0092094,89.3,-69.41995278,9.14,7.304820326,44.04027857,38.49172618,0.99,39,1,60,0
0,82,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4960091877,0.1994932602,0,0,0,0,0,0,-28.03,94.52263803,92,-127,-29.44165191,57.94197946,56.62992917,-91.2,11.03,8.099944444,99.05970272,82.56289764,1,59,0,41,0
1,82,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,2048,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.1146664639,0.118516742,8.716327989,2.044751663,0.2773509968,0.1382223179,0.1373558821,0.1145433449,7.97,102.7068114,99,-137,15.91520429,63.41255063,89.3,-69.41995278,11.03,8.099944444,99.05970272,82.56289764,1,41,0,59,0
0,83,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4847896745,0.2460202172,0,0,0,0,0,0,-61.54,80.95794217,92,-137,-51.19710169,52.37231424,56.62992917,-91.2,8.54,7.778714547,124.3228245,149.9664672,1,77,0,23,0
1,83,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,0,4096,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.02092721379,0.04145330536,12.84786961,4.740941662,0.4477984116,0.2917946718,0.1979078579,0.1820444754,46.46,87.9478732,99,-136,40.70170238,57.78720401,89.3,-69.41995278,8.54,7.778714547,124.3228245,149.9664672,1,23,0,77,0
0,84,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4750063904,0.1654226687,0,0,0,0,0,0,-26.32,96.61127056,92,-134,-23.00919415,56.11147612,56.62992917,-91.2,12.31,7.859637396,2.455671346,1.457084075,0.99,57,1,42,0
1,84,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,16,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.965971583,0.01713596193,0.1911442858,0.03072890294,0.01184656913,0.004347142041,0.03034010252,0.02697735472,3.68,100.7022224,99,-138,7.807522822,60.11098559,89.3,-69.41995278,12.31,7.859637396,2.455671346,1.457084075,0.99,42,1,57,0
0,85,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4851909961,0.2528121087,0,0,0,0,0,0,-62.19,80.52772131,92,-136,-49.22610546,52.13603287,56.62992917,-91.2,9.17,8.122875107,15.1417601,13.08047913,0.98,75,2,23,0
1,85,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,128,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.443915662,0.4553693595,1.589326679,0.2492397134,0.06863587724,0.04202342795,0.1512611613,0.2238452615,45.81,86.1263833,99,-124,37.98671248,57.40267998,89.3,-69.41995278,9.17,8.122875107,15.1417601,13.08047913,0.98,23,2,75,0
0,86,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4723894308,0.1954753614,0,0,0,0,0,0,-55.82,85.4289623,92,-128,-45.16149243,54.58202852,56.62992917,-91.2,8.82,6.389647878,55.27558957,37.77575451,1,74,0,26,0
1,86,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,512,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6990156269,0.3653485129,6.12818621,1.061904448,0.2658148504,0.1475968118,0.4680583723,0.552719752,40.18,90.41873478,99,-124,33.85320889,59.38062687,89.3,-69.41995278,8.82,6.389647878,55.27558957,37.77575451,1,26,0,74,0
0,87,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5251022957,0.2020309311,0,0,0,0,0,0,-65.27,78.66661999,92,-135,-51.31983372,50.3588427,56.62992917,-91.2,9.26,8.342205943,113.132106,105.5991846,0.99,78,1,21,0
1,87,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,1024,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.2548176233,0.223994087,11.83842399,1.871956418,0.4801732154,0.3105036636,0.8615413701,1.28295474,48.73,85.17040037,99,-139,40.03539097,55.47968764,89.3,-69.41995278,9.26,8.342205943,113.132106,105.5991846,0.99,21,1,78,0
