,exp_id,agent_id,model,seed,gamma,num_episodes,time_limit,step_limit,show_tree,show_belief,show_pi,render_asci,policy_name,nesting_level,num_sims,rollout_policies,uct_c,epsilon,policy_entropy_mean,policy_entropy_std,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
1,13,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.852,100.14432632955304,95.0,-109.0,3.071614766112096,70.08683046257092,69.21102687499999,-74.86698368749997,6.948,0.9172218924556912,57.29427669334412,10.816916956421396,1.0,114,0,136,0
0,12,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,1024,None,110.0,0.1,0.3491340852554183,0.2191984253118016,7.677179564121859,0.7903133890914045,0.7171181534247653,0.4315238552749986,0.2623746067845975,0.2824474525925999,-0.324,97.62857688197658,92.0,-106.0,-8.62817254353118,66.66866135366593,56.6299291669531,-80.90247499999998,7.724,2.3306273833455227,64.67240439891815,20.48447669730043,1.0,117,0,133,0
1,12,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.124,101.9686452984446,96.0,-113.0,-2.265226917854211,69.66312697128275,73.85371249999997,-69.41995277796872,7.724,2.3306273833455227,64.67240439891815,20.48447669730043,1.0,133,0,117,0
0,121,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,512,None,110.0,0.1,0.5191337538554439,0.221805518586721,0.6478115001829843,0.0970921645185319,0.020796045720388,0.0214451569862657,0.0066305747175973,0.0138308292802364,-95.772,40.13178311513215,92.0,-106.0,-73.8493912229108,27.47324118971404,56.6299291669531,-80.90247499999998,5.572,1.0643382920857447,3.7741760921478273,1.0943419450038512,1.0,239,0,11,0
1,121,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.628,41.91450364730556,96.0,-111.0,65.94820356735733,28.77064127942177,73.85371249999997,-69.41995277796872,5.572,1.0643382920857447,3.7741760921478273,1.0943419450038512,1.0,11,0,239,0
0,133,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,16,None,110.0,0.1,1.88838783378386,0.0835261757995284,0.0254024040952827,0.0043119395599293,0.001435342755126,0.0002702847191078,0.0002073871511699,5.896818942631254e-05,12.784,97.0362887996032,94.0,-116.0,4.650442294020328,55.49737209951194,64.80047553124997,-74.86698368749997,11.416,2.928983441400788,0.3198722085952759,0.0979863944285847,1.0,96,0,154,0
1,133,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.616,97.59424442045756,94.0,-117.0,-20.13271093485112,55.57848099745557,64.80047553124997,-74.86698368749997,11.416,2.928983441400788,0.3198722085952759,0.0979863944285847,1.0,154,0,96,0
0,81,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,1024,None,110.0,0.1,0.3872164412606888,0.2085823806367349,3.530733015492405,0.221559344309329,0.1604424255501775,0.1402835465644269,0.042790781348378,0.0770318984672145,-62.928,79.86350115040034,92.0,-107.0,-51.6358357498011,54.401786554303285,56.6299291669531,-80.90247499999998,6.328,2.030865825208549,23.575954734802245,8.633135950479584,1.0,197,0,53,0
1,81,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.272,83.63342642747563,96.0,-114.0,42.69770661841955,57.00405622422813,73.85371249999997,-69.41995277796872,6.328,2.030865825208549,23.575954734802245,8.633135950479584,1.0,53,0,197,0
0,48,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,1024,None,110.0,0.1,0.3469799422580602,0.1929075737290194,4.905077741106352,0.6867042975776556,0.2432804608034709,0.1399411139868154,0.0408954200222378,0.0603118994245699,-80.86,65.39199033520842,94.0,-107.0,-59.47423725950788,45.21216011073076,64.80047553124997,-77.80735124999998,6.66,0.9035485598461214,34.62900299453735,8.536296956133334,1.0,219,0,31,0
1,48,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54,66.44878027473497,95.0,-111.0,49.92863830251603,45.96124734799732,69.21102687499999,-74.86698368749997,6.66,0.9035485598461214,34.62900299453735,8.536296956133334,1.0,31,0,219,0
0,14,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,1024,None,110.0,0.1,0.3538130534192583,0.2225333838316397,7.728313635435557,0.6430513930868546,0.4776286515743013,0.2191390208445137,0.0682092153038297,0.0889459413582485,-14.748,99.08540001433106,94.0,-108.0,-13.032987874889258,69.331184239128,64.80047553124997,-77.80735124999998,6.948,0.9172218924556912,57.33256665802002,10.79817437340263,1.0,136,0,114,0
1,14,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.852,100.14432632955304,95.0,-109.0,3.071614766112096,70.08683046257092,69.21102687499999,-74.86698368749997,6.948,0.9172218924556912,57.33256665802002,10.79817437340263,1.0,114,0,136,0
0,128,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,128,None,110.0,0.1,1.0174682957426229,0.3365520014302167,0.1706801547246967,0.0344896966764294,0.0066120216409642,0.0031509263978433,0.0011158322750937,0.001564327610499,69.22,63.86369547716446,94.0,-112.0,43.20030217063297,42.35616938317972,64.80047553124997,-77.80735124999998,8.58,1.9296631830451652,1.5587847175598144,0.5938674711165373,1.0,29,0,221,0
1,128,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.38,64.28371177833466,95.0,-116.0,-55.32296469808295,42.3490972629818,69.21102687499999,-74.86698368749997,8.58,1.9296631830451652,1.5587847175598144,0.5938674711165373,1.0,221,0,29,0
0,92,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,128,None,110.0,0.1,1.3425702997594129,0.3087362015765633,0.495444935040583,0.0287294319194945,0.0192935546257504,0.0114176600230183,0.0057332561107252,0.0066513947094957,-88.964,53.876773325803335,91.0,-109.0,-66.75097192347339,34.283532032010235,52.84843270860545,-80.90247499999998,6.764,2.018985884051694,3.5172845821380614,1.1658581930912288,1.0,229,0,21,0
1,92,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.436,57.1048676033838,96.0,-117.0,57.165683526269085,36.47040342477654,73.85371249999997,-66.8989551390703,6.764,2.018985884051694,3.5172845821380614,1.1658581930912288,1.0,21,0,229,0
0,75,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,2048,None,110.0,0.1,0.1837842973619687,0.1359312724765299,6.22968284824365,0.5018550541495911,0.5231168086985237,0.2369182295985763,0.1273700923997086,0.1552265056210642,78.784,50.21650469716107,94.0,-109.0,49.31190452837627,33.15461107693443,64.80047553124997,-77.80735124999998,8.616,1.3463075428742126,58.599068494796754,13.20002306104858,1.0,17,0,233,0
1,75,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RandomPolicy,None,None,None,None,None,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.016,50.517400408176194,95.0,-113.0,-61.5402803200174,33.133210044781755,69.21102687499999,-74.86698368749997,8.616,1.3463075428742126,58.599068494796754,13.20002306104858,1.0,233,0,17,0
0,72,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,4096,None,110.0,0.1,0.0177353952449472,0.043623665590344,8.798842144795138,2.280095447975598,0.8026436538224269,0.3237997384938879,0.1191856889108214,0.1338674595725193,88.78,24.585597409865915,92.0,-104.0,54.11929017573264,17.278772709324297,56.6299291669531,-80.90247499999998,9.02,0.6477653896280658,86.60273036098481,23.460498019593768,1.0,4,0,246,0
1,72,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.82,25.610693079258933,96.0,-111.0,-66.92082711715526,17.977126056112382,73.85371249999997,-69.41995277796872,9.02,0.6477653896280658,86.60273036098481,23.460498019593768,1.0,246,0,4,0
0,71,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,4096,None,110.0,0.1,0.0177353952449472,0.043623665590344,8.839410468065859,2.3090893907057097,0.7824526826656225,0.3032245133947008,0.1238371682677606,0.1519044687937404,88.78,24.585597409865915,92.0,-104.0,54.11929017573264,17.278772709324297,56.6299291669531,-80.90247499999998,9.02,0.6477653896280658,86.7839348268509,23.622098996911337,1.0,4,0,246,0
1,71,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.82,25.610693079258933,96.0,-111.0,-66.92082711715526,17.977126056112382,73.85371249999997,-69.41995277796872,9.02,0.6477653896280658,86.7839348268509,23.622098996911337,1.0,246,0,4,0
0,21,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,128,None,110.0,0.1,1.3277257539238592,0.3210117114353202,1.0543151909755606,0.0455943164868582,0.062070221636246,0.0322678714946892,0.0256348658181689,0.0391064756698051,-79.636,65.88711182014276,92.0,-113.0,-60.627016274259766,42.22845344096724,56.6299291669531,-80.90247499999998,7.036,2.402228964940686,7.9300515832901,2.977390243990816,1.0,217,0,33,0
1,21,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.564,69.54502069882493,96.0,-115.0,50.707288843154686,44.75092531096397,73.85371249999997,-69.41995277796872,7.036,2.402228964940686,7.9300515832901,2.977390243990816,1.0,33,0,217,0
0,2,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,4096,None,110.0,0.1,9.026113118709828e-05,0.0014136904426482,20.824320280433835,2.1453482357956526,0.9884771851812092,0.6850276009738875,0.153910395428491,0.2660800486769096,-95.4,40.204178887274935,92.0,-106.0,-74.7773852714042,28.19662032435944,56.6299291669531,-80.90247499999998,5.2,0.8342661445845685,113.60509206962584,22.808983343365377,1.0,239,0,11,0
1,2,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,41.83462680603235,96.0,-108.0,67.43917530989454,29.372257806445106,73.85371249999997,-69.41995277796872,5.2,0.8342661445845685,113.60509206962584,22.808983343365377,1.0,11,0,239,0
0,96,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,16,None,110.0,0.1,1.9528338477158056,0.0397439434096347,0.0599641911622833,0.0051756911448066,0.0039641766681492,0.0011599398602245,0.0024629835790941,0.0013898478577955,-82.576,64.59644126420605,91.0,-116.0,-57.64331108820911,36.60631707860817,52.84843270860545,-80.90247499999998,9.176,3.0739264792769525,0.599652027130127,0.2121062368966392,1.0,218,0,32,0
1,96,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.224,69.10483213205858,96.0,-117.0,44.9196611558176,39.47277574242401,73.85371249999997,-66.8989551390703,9.176,3.0739264792769525,0.599652027130127,0.2121062368966392,1.0,32,0,218,0
0,16,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,512,None,110.0,0.1,0.611626512767035,0.2546048126581539,4.048847310421372,0.2070080517494991,0.2383097181116281,0.1746855673140838,0.0604705382750875,0.1143888043616862,-67.8,76.35312698246214,92.0,-108.0,-54.48188788461522,51.55642554173269,56.6299291669531,-80.90247499999998,6.4,1.969771560359221,27.591275378227238,9.247208654458577,1.0,203,0,47,0
1,16,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,79.94022767042885,96.0,-113.0,45.42807696984728,54.029839480733735,73.85371249999997,-69.41995277796872,6.4,1.969771560359221,27.591275378227238,9.247208654458577,1.0,47,0,203,0
0,64,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,16,None,110.0,0.1,1.8896988841640443,0.0815986932185666,0.0896750424391126,0.0055984825995418,0.008578605724505,0.0017037412507413,0.0083193980239376,0.0035577555846198,11.824,97.05586547962989,94.0,-116.0,3.484370815966872,55.01275308070936,64.80047553124997,-77.80735124999998,11.576,2.792171914478047,1.154482500076294,0.3021075445552728,1.0,97,0,153,0
1,64,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.976,97.93993783947384,95.0,-117.0,-19.17223599889061,55.356087746254815,69.21102687499999,-74.86698368749997,11.576,2.792171914478047,1.154482500076294,0.3021075445552728,1.0,153,0,97,0
0,36,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,4096,None,110.0,0.1,8.489522262691888e-08,3.834905937101742e-07,10.403036412673526,0.6041492646632167,1.388639233949449,0.3310903031096648,0.7721469677077398,0.4170700472439559,91.996,0.0631189353522378,92.0,91.0,56.614803181119576,0.2386840304891619,56.6299291669531,52.84843270860545,9.004,0.063118935352238,106.18802976799012,4.490342748441921,1.0,0,0,250,0
1,36,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.004,0.0631189353522378,-108.0,-109.0,-69.40986878741322,0.1591226869927742,-66.8989551390703,-69.41995277796872,9.004,0.063118935352238,106.18802976799012,4.490342748441921,1.0,250,0,0,0
0,4,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,4096,None,110.0,0.1,8.174766574804537e-05,0.0007522167065649,19.158800115539915,2.3689183243762275,1.4259400543144771,0.5893634994644238,0.213133152836845,0.2349349709110125,83.64,44.18070166939404,94.0,-105.0,57.334588253306514,31.65430144903078,64.80047553124997,-77.80735124999998,6.96,0.2497999199359359,143.07760319328307,15.202824948349924,1.0,13,0,237,0
1,4,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.56,44.63037530651057,95.0,-107.0,-67.34140694803733,31.982806802595345,69.21102687499999,-74.86698368749997,6.96,0.2497999199359359,143.07760319328307,15.202824948349924,1.0,237,0,13,0
0,38,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,4096,None,110.0,0.1,2.332184206113611e-07,1.8340825935838929e-06,10.259389562924705,0.662845664288403,0.8539575748443603,0.4307013197967485,0.1544316717783609,0.1217722670334436,-105.0,0.0,-105.0,-105.0,-77.80735124999994,4.263256414560601e-14,-77.80735124999998,-77.80735124999998,6.0,0.0,66.68789150142669,3.0265818173764565,1.0,250,0,0,0
1,38,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,95.0,95.0,69.21102687500016,1.7053025658242404e-13,69.21102687499999,69.21102687499999,6.0,0.0,66.68789150142669,3.0265818173764565,1.0,0,0,250,0
0,112,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,2048,None,110.0,0.1,0.0585232433368672,0.0881569464026624,1.8117424683570864,0.1450496524135963,0.0610332100338406,0.0698394983410623,0.0112423250410291,0.0122828933622658,-103.284,12.378180157034368,92.0,-105.0,-80.14187696833226,8.702503387409992,56.6299291669531,-80.90247499999998,5.084,0.353474185761846,9.545097958564758,1.2120068140180404,1.0,249,0,1,0
1,112,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.116,12.874414316775669,96.0,-108.0,72.96491521638829,9.09863286788923,73.85371249999997,-69.41995277796872,5.084,0.353474185761846,9.545097958564758,1.2120068140180404,1.0,1,0,249,0
0,105,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,4096,None,110.0,0.1,0.0010293165325993,0.0100180635633196,2.510742113993281,0.2388445463409811,0.1187157479638145,0.1191256171115907,0.0026265436410903,0.0078689339879318,89.968,27.88201886521131,94.0,-106.0,61.7589593246003,19.87490262455182,64.80047553124997,-77.80735124999998,7.032,0.25095019426173,18.50696457195282,1.7716347389185958,1.0,5,0,245,0
1,105,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RandomPolicy,None,None,None,None,None,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.032,28.119725745462063,95.0,-107.0,-71.86898492077492,20.038715140435663,69.21102687499999,-74.86698368749997,7.032,0.25095019426173,18.50696457195282,1.7716347389185958,1.0,245,0,5,0
0,108,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,4096,None,110.0,0.1,0.0017690464545262,0.0164107944509889,2.492608313577516,0.2320680690017705,0.1304940259797232,0.125190903843548,0.0030862486873354,0.0104070362848182,93.932,0.251745903640953,94.0,93.0,64.51555391444404,1.0548213219078033,64.80047553124997,60.61045175468748,7.068,0.251745903640953,18.568321105957036,1.8239928626603683,1.0,0,0,250,0
1,108,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.068,0.251745903640953,-106.0,-107.0,-74.67703594296248,0.7032142146051997,-72.07363450312498,-74.86698368749997,7.068,0.251745903640953,18.568321105957036,1.8239928626603683,1.0,250,0,0,0
0,33,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,1,None,110.0,0.1,1.9109933153566443,0.0009171815901146,0.0082351927598317,0.0018198690013539,0.0023574636027926,0.0001887522698709,0.0022666632833934,0.0005260574734821,-110.936,1.4296517058360767,-109.0,-113.0,-62.48753321919454,3.182603463405107,-58.01399832924236,-66.8989551390703,11.936,1.4296517058360754,0.1378572359085083,0.0250425924304826,1.0,250,0,0,0
1,33,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,2,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.064,1.4296517058360767,91.0,87.0,46.23129982879207,4.77390519510765,52.84843270860545,39.52099749386355,11.936,1.4296517058360754,0.1378572359085083,0.0250425924304826,1.0,0,0,250,0
0,79,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,2048,None,110.0,0.1,0.2058779022916945,0.1526930806783275,6.819415147680328,0.619439383008884,0.2437488176027934,0.154423234701858,0.02874838749,0.0333252225359398,-24.9,97.58443523431376,94.0,-107.0,-20.39972375334977,68.90055263906136,64.80047553124997,-77.80735124999998,6.7,0.8012490249604052,47.255947177886966,6.6333755191130095,1.0,149,0,101,0
1,79,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,98.69793310905756,95.0,-109.0,10.789916427274845,69.70034636898555,69.21102687499999,-74.86698368749997,6.7,0.8012490249604052,47.255947177886966,6.6333755191130095,1.0,101,0,149,0
0,70,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,4096,None,110.0,0.1,0.0170200689027535,0.0404228333319608,8.82365254848055,2.2530488607960257,0.7915752405599082,0.3325485164617162,0.1254476916704687,0.1516673169634747,86.428,32.78470399439349,94.0,-107.0,52.99589839565896,21.445467877355256,64.80047553124997,-74.86698368749997,8.972,0.5321804205342395,86.52468166732788,23.986535014548608,1.0,7,0,243,0
1,70,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RandomPolicy,None,None,None,None,None,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102.372,33.21158857989185,94.0,-111.0,-65.74025846413743,21.68617868822217,64.80047553124997,-74.86698368749997,8.972,0.5321804205342395,86.52468166732788,23.986535014548608,1.0,243,0,7,0
0,22,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,3,128,None,110.0,0.1,1.3277257539238592,0.3210117114353202,1.0533766398026234,0.033806552866502,0.0618997383084304,0.0320603265323529,0.0248348767602108,0.0410452731035885,-79.636,65.88711182014276,92.0,-113.0,-60.627016274259766,42.22845344096724,56.6299291669531,-80.90247499999998,7.036,2.402228964940686,7.922370489120484,2.9675725437598173,1.0,217,0,33,0
1,22,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.564,69.54502069882493,96.0,-115.0,50.707288843154686,44.75092531096397,73.85371249999997,-69.41995277796872,7.036,2.402228964940686,7.922370489120484,2.9675725437598173,1.0,33,0,217,0
0,45,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,1024,None,110.0,0.1,0.2427891299934319,0.1442651988943313,4.563212600414241,0.6531143397077758,0.5371501874727738,0.1810455099864295,0.2104422159671969,0.1538254928202053,84.5,37.07066225467249,94.0,-109.0,50.90360702818776,24.11607086585298,64.80047553124997,-74.86698368749997,9.3,1.2625371281669304,47.59124093818664,10.559681040982037,1.0,9,0,241,0
1,45,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RandomPolicy,None,None,None,None,None,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.1,37.48698440792478,94.0,-113.0,-64.02697902338079,24.132360235796305,64.80047553124997,-74.86698368749997,9.3,1.2625371281669304,47.59124093818664,10.559681040982037,1.0,241,0,9,0
0,131,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,16,None,110.0,0.1,1.951851913888003,0.0385507165389185,0.0277065874524507,0.0039690255851262,0.0012649019474618,0.0002760851921061,0.0002376959362343,4.209996009724559e-05,-84.824,61.93293973323082,90.0,-116.0,-59.13205134848488,35.274108035389126,49.256011073175166,-80.90247499999998,9.024,3.1008747153021194,0.2716570930480957,0.0981420394223732,1.0,221,0,29,0
1,131,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.776,66.23489883739535,96.0,-117.0,46.61058446235332,38.14355667765446,73.85371249999997,-64.50400738211677,9.024,3.1008747153021194,0.2716570930480957,0.0981420394223732,1.0,29,0,221,0
0,41,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,2,2048,None,110.0,0.1,0.0098130232396906,0.0293267367830761,6.559775972329727,0.8766034041130794,0.7585216964933607,0.1784241583586138,0.2866907788758326,0.2124235467815556,91.968,0.1974234028680492,92.0,90.0,56.50967757957752,0.7390746911487132,56.6299291669531,49.256011073175166,9.032,0.197423402868049,66.17262200641632,9.049823810239795,1.0,0,0,250,0
1,41,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,0,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.032,0.1974234028680492,-108.0,-110.0,-69.33978505305183,0.4927164607658071,-64.50400738211677,-69.41995277796872,9.032,0.197423402868049,66.17262200641632,9.049823810239795,1.0,250,0,0,0
0,77,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,2048,None,110.0,0.1,0.2072461660975779,0.1545956079760012,6.465248101424615,0.6575465605280992,0.4807888444362543,0.2694157739564141,0.1167753129568913,0.1286017754474417,22.656,93.61103387955944,92.0,-106.0,7.759637479839015,64.58801962550105,56.6299291669531,-80.90247499999998,7.944,2.0250590114858382,54.93776065826416,14.612573110635031,1.0,88,0,162,0
1,77,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.544,97.4312889373839,96.0,-112.0,-19.00101258676768,67.26305214799562,73.85371249999997,-69.41995277796872,7.944,2.0250590114858382,54.93776065826416,14.612573110635031,1.0,162,0,88,0
0,139,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,0,1,None,110.0,0.1,1.9110415032039345,0.0009022803486313,0.0017945553189232,0.0004357351096497,0.0003346780209314,1.628954770456657e-05,3.917242913019089e-05,3.0510285453887134e-06,-111.008,1.414190934775077,-109.0,-113.0,-62.32487195996385,3.142674676678527,-58.01399832924236,-66.8989551390703,12.008,1.4141909347750747,0.0358447017669677,0.0064530441596089,1.0,250,0,0,0
1,139,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.992,1.414190934775077,91.0,87.0,45.98730793994608,4.714012015017795,52.84843270860545,39.52099749386355,12.008,1.4141909347750747,0.0358447017669677,0.0064530441596089,1.0,0,0,250,0
0,89,0,RCModel,0,0.95,250,43200,20,None,None,None,False,NestedSearchTree,1,512,None,110.0,0.1,0.4710513194145399,0.2480015403271167,1.6851439934318926,0.1531275246927236,0.103078550248218,0.0421992668280815,0.0255411722609358,0.0250430822883388,73.408,59.71962437926072,94.0,-110.0,48.240789792510085,41.54489500834605,64.80047553124997,-77.80735124999998,7.592,1.1460959820189582,13.65729949951172,2.9497526602231434,1.0,25,0,225,0
1,89,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,3,None,None,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.592,60.30085850135131,95.0,-112.0,-59.097850936847344,41.853488525556415,69.21102687499999,-74.86698368749997,7.592,1.1460959820189582,13.65729949951172,2.9497526602231434,1.0,225,0,25,0
0,142,0,RCModel,0,0.95,250,43200,20,None,None,None,False,RandomPolicy,None,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.268,2.215440362546466,-104.0,-116.0,-66.54430610776062,5.239461666335174,-52.44962681753415,-80.90247499999998,10.268,2.2154403625464623,0.004052451133728,0.0007286539143538,1.0,250,0,0,0
1,142,1,RCModel,0,0.95,250,43200,20,None,None,None,False,RCNestedReasoningPolicy,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.732,2.215440362546466,96.0,84.0,52.31645916164116,7.859192499502763,73.85371249999997,31.174440226301257,10.268,2.2154403625464623,0.004052451133728,0.0007286539143538,1.0,0,0,250,0
